"transactionDate","DPOZ","country","contractType","wayOfTrading","buySellIndicator","marketSegment","energyCommodity","deliveryStart","relativePeriod","periodLength","MTU/Load","noOfTransactions","noOfMPs"
"Y2025M03D28","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D28","","All","GD","23","10"
"Y2025M01D17","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D20","D+3","D","GD","519","16"
"Y2025M03D03","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D03","D+0","D","GD","14","9"
"Y2025M03D19","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D19","D+0","D","GD","74","30"
"Y2025M02D14","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D16","","All","GD","38","10"
"Y2025M03D24","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D25","","All","GD","46","12"
"Y2025M03D24","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D24","D+0","D","GD","76","12"
"Y2025M01D07","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D07","D+0","[Other<D]","GD","50","8"
"Y2025M01D04","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D05","D+1","D","GD","8","6"
"Y2025M03D15","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D17","D+2","D","GD","26","6"
"Y2025M03D12","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D13","D+1","[Other<D]","GD","54","11"
"Y2025M03D17","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D17","D+0","[Other<D]","GD","88","21"
"Y2025M01D03","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D04","","[Other<W]","GD","482","45"
"Y2025M01D20","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D21","D+1","D","GD","136","17"
"Y2025M03D06","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D07","D+1","D","GD","2127","110"
"Y2025M02D07","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D07","D+0","D","GD","413","27"
"Y2025M02D26","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D27","D+1","D","GD","886","67"
"Y2025M03D26","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D27","D+1","D","GD","70","23"
"Y2025M03D21","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D21","D+0","D","GD","459","69"
"Y2025M01D22","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D22","D+0","D","GD","123","26"
"Y2025M02D09","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D11","","All","GD","12","<6"
"Y2025M03D25","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D26","D+1","D","GD","77","10"
"Y2025M03D30","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M04D02","","All","GD","27","<6"
"Y2025M03D06","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D08","","[Other<W]","GD","22","8"
"Y2025M02D28","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D28","D+0","D","GD","66","18"
"Y2025M02D01","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D02","D+1","D","GD","21","6"
"Y2025M02D14","21Y000000000131H","EL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D15","D+1","D","GD","24","9"
"Y2025M03D27","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D28","D+1","D","GD","135","16"
"Y2025M03D17","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D18","D+1","D","GD","116","17"
"Y2025M02D24","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D25","D+1","D","GD","66","17"
"Y2025M03D25","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D26","D+1","D","GD","597","49"
"Y2025M02D28","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","112","32"
"Y2025M03D23","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D24","D+1","D","GD","49","7"
"Y2025M01D11","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D11","D+0","D","GD","72","26"
"Y2025M02D15","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D16","D+1","[Other<D]","GD","19","6"
"Y2025M01D25","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D26","D+1","D","GD","29","11"
"Y2025M02D02","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D02","D+0","D","GD","61","23"
"Y2025M01D17","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D17","D+0","D","GD","13","6"
"Y2025M03D26","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D26","D+0","[Other<D]","GD","334","32"
"Y2025M02D21","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","","[W<Other<M]","GD","300","25"
"Y2025M02D09","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+1","D","GD","32","32"
"Y2025M03D15","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D16","","All","GD","79","24"
"Y2025M01D24","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D27","D+3","D","GD","36","13"
"Y2025M01D25","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D24","","All","GD","<6","<6"
"Y2025M03D18","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D18","D+0","D","GD","18","6"
"Y2025M01D24","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D26","D+2","D","GD","43","25"
"Y2025M01D10","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D11","","[W<Other<M]","GD","357","53"
"Y2025M01D21","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D21","D+0","D","GD","866","78"
"Y2025M01D28","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D29","D+1","D","GD","124","29"
"Y2025M01D25","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D25","D+0","[Other<D]","GD","243","29"
"Y2025M02D03","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D04","D+1","D","GD","2303","73"
"Y2025M02D19","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D19","D+0","D","GD","47","12"
"Y2025M01D31","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D31","D+0","D","GD","62","19"
"Y2025M03D21","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D21","D+0","D","GD","30","25"
"Y2025M01D05","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D06","D+1","D","GD","212","23"
"Y2025M03D26","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D25","","All","GD","9","8"
"Y2025M03D20","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","D+0","[Other<D]","GD","331","31"
"Y2025M03D29","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D29","D+0","D","GD","293","21"
"Y2025M01D08","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D09","D+1","D","GD","99","16"
"Y2025M02D27","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D27","D+0","D","GD","79","27"
"Y2025M03D08","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D09","D+1","D","GD","28","9"
"Y2025M02D25","21Y0000000001359","EE-LV","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D25","D+0","D","GD","11","6"
"Y2025M01D16","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D18","","[Other<W]","GD","10","8"
"Y2025M02D25","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D28","","All","GD","<6","<6"
"Y2025M01D25","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D25","D+0","D","GD","10","7"
"Y2025M02D03","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D03","D+0","D","GD","50","11"
"Y2025M02D23","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","","[Other<D]","GD","10","7"
"Y2025M03D18","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D19","D+1","[Other<D]","GD","234","23"
"Y2025M02D09","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D10","D+1","D","GD","176","25"
"Y2025M03D19","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","D+1","D","GD","663","42"
"Y2025M03D22","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D22","D+0","D","GD","144","19"
"Y2025M01D21","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D23","","All","GD","27","7"
"Y2025M01D03","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D03","D+0","[Other<D]","GD","89","18"
"Y2025M02D05","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D05","","All","GD","150","26"
"Y2025M03D07","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D06","","All","GD","9","7"
"Y2025M01D02","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D02","D+0","D","GD","28","12"
"Y2025M01D03","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D04","","[W<Other<M]","GD","550","42"
"Y2025M02D02","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D02","D+0","D","GD","81","30"
"Y2025M02D15","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D16","D+1","D","GD","29","7"
"Y2025M01D06","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D07","D+1","D","GD","564","27"
"Y2025M03D11","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D12","D+1","D","GD","111","28"
"Y2025M03D14","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D16","D+2","D","GD","39","25"
"Y2025M03D19","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D19","D+0","[Other<D]","GD","871","53"
"Y2025M03D12","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D13","D+1","D","GD","7","6"
"Y2025M01D27","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D28","D+1","D","GD","41","15"
"Y2025M02D21","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D22","D+1","[Other<D]","GD","64","12"
"Y2025M01D05","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D06","D+1","D","GD","77","23"
"Y2025M01D19","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D20","D+1","D","GD","221","14"
"Y2025M02D08","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D08","D+0","D","GD","50","13"
"Y2025M03D13","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D14","D+1","[Other<D]","GD","126","17"
"Y2025M01D13","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D13","D+0","[Other<D]","GD","290","36"
"Y2025M02D13","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D14","D+1","D","GD","574","33"
"Y2025M01D12","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D13","D+1","D","GD","65","13"
"Y2025M02D27","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D27","D+0","D","GD","26","7"
"Y2025M03D27","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D27","D+0","[Other<D]","GD","126","23"
"Y2025M02D07","21Y0000000001359","EE-LV","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D07","D+0","D","GD","16","7"
"Y2025M03D10","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D11","D+1","D","GD","660","28"
"Y2025M03D23","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D23","D+0","D","GD","60","11"
"Y2025M02D26","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D27","D+1","D","GD","88","33"
"Y2025M01D09","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D10","D+1","D","GD","146","10"
"Y2025M02D15","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D16","D+1","D","GD","14","6"
"Y2025M02D09","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+1","D","GD","48","14"
"Y2025M03D21","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D22","D+1","D","GD","42","26"
"Y2025M01D16","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D17","D+1","D","GD","69","14"
"Y2025M03D09","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D09","D+0","D","GD","24","22"
"Y2025M03D22","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D23","D+1","[Other<D]","GD","18","6"
"Y2025M01D24","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D25","D+1","[Other<D]","GD","256","24"
"Y2025M02D06","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D05","","All","GD","19","11"
"Y2025M01D18","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D18","D+0","[Other<D]","GD","191","29"
"Y2025M01D30","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D31","D+1","D","GD","621","52"
"Y2025M02D06","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D07","D+1","[Other<D]","GD","46","12"
"Y2025M02D15","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D15","D+0","D","GD","41","12"
"Y2025M01D21","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D21","D+0","D","GD","163","28"
"Y2025M02D14","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","","All","GD","12","6"
"Y2025M01D14","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D14","D+0","D","GD","93","8"
"Y2025M03D19","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","D+1","D","GD","169","33"
"Y2025M03D27","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D27","","All","GD","52","22"
"Y2025M01D01","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D01","D+0","[Other<D]","GD","86","22"
"Y2025M02D07","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D07","D+0","D","GD","45","10"
"Y2025M02D10","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D11","","All","GD","23","13"
"Y2025M03D09","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D09","D+0","D","GD","17","6"
"Y2025M03D22","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D22","D+0","[Other<D]","GD","85","13"
"Y2025M03D16","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D16","D+0","[Other<D]","GD","71","10"
"Y2025M01D10","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D11","","[Other<W]","GD","485","36"
"Y2025M01D20","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D21","D+1","D","GD","71","18"
"Y2025M02D26","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D26","D+0","[Other<D]","GD","124","27"
"Y2025M02D16","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D17","D+1","[Other<D]","GD","34","13"
"Y2025M01D31","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D01","","[Other<W]","GD","426","29"
"Y2025M03D02","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D05","","All","GD","<6","<6"
"Y2025M03D11","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D11","D+0","[Other<D]","GD","98","19"
"Y2025M03D09","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D10","D+1","D","GD","34","33"
"Y2025M03D10","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D11","","All","GD","32","15"
"Y2025M03D10","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D11","D+1","D","GD","119","16"
"Y2025M02D05","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D05","D+0","D","GD","23","13"
"Y2025M03D17","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D17","","All","GD","136","18"
"Y2025M03D04","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D04","D+0","D","GD","99","9"
"Y2025M03D08","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D08","D+0","D","GD","23","9"
"Y2025M03D15","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D16","D+1","[Other<D]","GD","18","10"
"Y2025M01D07","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D07","D+0","[Other<D]","GD","59","7"
"Y2025M03D19","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D19","D+0","D","GD","65","8"
"Y2025M02D01","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D02","D+1","D","GD","35","8"
"Y2025M03D17","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D18","","All","GD","166","25"
"Y2025M01D17","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D19","D+2","D","GD","45","9"
"Y2025M01D20","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D20","D+0","[Other<D]","GD","61","7"
"Y2025M01D27","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D27","D+0","D","GD","18","7"
"Y2025M01D27","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D28","D+1","D","GD","634","27"
"Y2025M02D26","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D26","D+0","[Other<D]","GD","36","13"
"Y2025M03D31","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D31","D+0","D","GD","36","21"
"Y2025M01D20","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D20","D+0","D","GD","92","25"
"Y2025M01D01","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D02","D+1","D","GD","72","8"
"Y2025M01D03","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D06","D+3","D","GD","130","17"
"Y2025M01D31","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D01","","[W<Other<M]","GD","451","27"
"Y2025M02D13","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","D+0","D","GD","31","9"
"Y2025M02D26","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D26","","All","GD","75","23"
"Y2025M01D24","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D23","","D","GD","13","6"
"Y2025M03D01","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D28","","All","GD","21","9"
"Y2025M02D12","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","D+1","[Other<D]","GD","15","7"
"Y2025M02D09","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D09","D+0","D","GD","58","19"
"Y2025M03D04","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D05","","All","GD","185","20"
"Y2025M02D25","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D26","D+1","D","GD","126","13"
"Y2025M02D09","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D09","D+0","[Other<D]","GD","19","6"
"Y2025M03D26","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D26","D+0","D","GD","18","6"
